"Unique.ID","Reserve","Site","Subsite.Strain","Subsite.Soil","PlantSpecies.Strain","PlantSpecies.Soil","CollectionDate","Waypoint","Lat","Lon","Elev","GenoData","PhenoData","Sequenced","Clade","nreA","nreX","nreY","nreA_alleles","nreX_alleles","nreY_alleles","UV.MIT_mean","Ni.MIC_mean","Co.MIC_mean","Cr.MIC_mean","y0.no_mean","y0_lm.no_mean","mumax.no_mean","lag.no_mean","r2.no_mean","y0.ni_mean","y0_lm.ni_mean","mumax.ni_mean","lag.ni_mean","r2.ni_mean","OD72hr.no_mean","OD72hr.ni_mean","OD72hrRatio_mean","AUC.no_mean","AUC.ni_mean","ODf.no_mean","ODf.ni_mean","ODmax.no_mean","ODmax.ni_mean","Ni.ppm","CA.MG.RATIO","SerpentineType","Ni.ppm.A","CA.MG.RATIO.A","Ni.ppm.C","CA.MG.RATIO.C","Ni.ppm.X","CA.MG.RATIO.X","Ni.CV","CaMg.CV","SAMPLEID","OM","ENR","CEC","NO3_N","P1","HCO3_P","PH","BUFFER_PH","S","H","H_PCT","K","K_PCT","MG","MG_PCT","CA","CA_PCT","NA.","NA_PCT","AreaCounted","TotalPlantCount","Notes.Strain","Notes.Soil","Merge.Notes","Storage.note","Strain.issues"
"C209A","Hopland","NH",NA,NA,"w",NA,NA,NA,38.98598623,-123.0742121,NA,"has data","has data","Y",4,"no","no","no",NA,NA,NA,48,3,NA,NA,0.173833333333333,0.146837499333333,0.0696712613333333,2.41718754,0.998475178333333,0.1855,0.122396197333333,0.0208560716666667,34.6114682656667,0.998869961,0.741833333333333,0.304633333333333,-0.589274357666667,66.0034333333333,16.7390833333333,0.7385,0.428733333333333,0.7546,0.429666666666667,1.63,2.55,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C220B","Hopland","NH",NA,NA,"w",NA,NA,NA,38.98598623,-123.0742121,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,2.55,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C221B","Hopland","NH",NA,NA,"w",NA,NA,NA,38.98598623,-123.0742121,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,2.55,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C229A","Hopland","NH",NA,NA,"w",NA,NA,NA,38.98598623,-123.0742121,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,2.55,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C232B","Hopland","NH",NA,NA,"w",NA,NA,NA,38.98598623,-123.0742121,NA,"has data","has data","Y",9,"no","no","no",NA,NA,NA,44,4,NA,NA,0.1668,0.148079837333333,0.0756423066666667,1.563724099,0.999670634,0.185933333333333,0.00360235333333333,0.0635068733333333,71.5803833233333,0.985663513,0.625,0.294566666666667,-0.528521067666667,60.3284166666667,27.7895,0.6719,0.6284,0.6719,0.637733333333333,1.63,2.55,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C255A","Jasper Ridge","SJ",NA,NA,"w",NA,NA,NA,37.4056,-122.2270167,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.5,0.55156658,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C264A","Jasper Ridge","SJ",NA,NA,"w",NA,NA,NA,37.4056,-122.2270167,NA,"has data","has data","Y",1,"yes","yes","yes","2","1","1",48,4,0.375,1.5,0.1631,0.164952152666667,0.029409033,-0.382859060666667,0.945789834333333,0.167366666666667,0.150238993666667,0.021303787,6.17831321266667,0.92429214,0.366366666666667,0.312033333333333,-0.146620793,37.5457166666667,17.6157833333333,0.7782,0.348866666666667,0.7782,0.349566666666667,86.5,0.55156658,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C265A","Jasper Ridge","SJ",NA,NA,"w",NA,NA,NA,37.4056,-122.2270167,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.5,0.55156658,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C268A","Jasper Ridge","SJ",NA,NA,"w",NA,NA,NA,37.4056,-122.2270167,NA,"has data","has data","Y",1,"yes","yes","yes","2","1","1",48,5.66666666666667,0.25,1.5,0.1708,0.169384362,0.0290145233333333,0.288071747333333,0.996523277666667,0.179966666666667,0.134875778,0.024779752,13.1542383516667,0.998762572,0.427133333333333,0.5195,0.217403187666667,43.7239833333333,51.9038333333333,0.854833333333333,0.901033333333333,0.854833333333333,0.901433333333333,86.5,0.55156658,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C269B","Jasper Ridge","SJ",NA,NA,"w",NA,NA,NA,37.4056,-122.2270167,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.5,0.55156658,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C277A","Jasper Ridge","SJ",NA,NA,"w",NA,NA,NA,37.4056,-122.2270167,NA,"has data","has data","Y",1,"yes","yes","yes","2","1","1",36,NA,0.25,1.5,0.158980208291667,0.119063065291667,0.040656082,20.8570981011667,0.999223590375,0.167839583333333,0.102365775958333,0.02508652575,39.278275019625,0.995485445416667,0.361205902791667,0.265404166625,-0.240597530708333,41.7651703125,12.7036145833333,0.833042361125,0.336957638916667,0.833042361125,0.338048611125,86.5,0.55156658,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C280B","Jasper Ridge","SJ",NA,NA,"w",NA,NA,NA,37.4056,-122.2270167,NA,"has data","has data","Y",2,"yes","yes","no","3","1",NA,48,5,NA,NA,0.178966666666667,0.180608184333333,0.0561727546666667,-0.157784255,0.988533621,0.190133333333333,0.19289211,0.0462453763333333,-0.311567346666667,0.962198061333333,0.7575,0.904633333333333,0.199914822666667,67.6881166666667,93.3383666666667,0.799466666666667,1.29413333333333,0.799566666666667,1.29433333333333,86.5,0.55156658,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C285A","Jasper Ridge","SJ",NA,NA,"w",NA,NA,NA,37.4056,-122.2270167,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.5,0.55156658,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C372A","Jasper Ridge","NJ",NA,NA,"w",NA,NA,NA,37.4039,-122.2392333,NA,"has data","has data","Y",1,"no","no","no",NA,NA,NA,36,3,0.75,2,0.154366666666667,0.150058104,0.0547691373333333,0.512645852666667,0.997802925333333,0.170333333333333,0.0131280826666667,0.0505296213333333,50.9954515366667,0.989965144333333,0.522566666666667,0.287533333333333,-0.448935643333333,46.3785,14.81665,0.574433333333333,0.344966666666667,0.574433333333333,0.344966666666667,1.2,2.247433265,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C374B","Jasper Ridge","NJ",NA,NA,"w",NA,NA,NA,37.4039,-122.2392333,NA,"has data","has data","Y",1,"no","no","no",NA,NA,NA,40,2.33333333333333,0.666666666666667,1.83333333333333,0.1485,0.139429748333333,0.0700369226666667,0.896125658666667,0.99904207,0.162733333333333,0.00694784066666667,0.046498801,69.9555190866667,0.992660570333333,0.430466666666667,0.235833333333333,-0.446958625666667,41.6419833333333,13.2719166666667,0.564733333333333,0.353033333333333,0.564733333333333,0.3558,1.2,2.247433265,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C380A","Jasper Ridge","NJ",NA,NA,"w",NA,NA,NA,37.4039,-122.2392333,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.247433265,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C384A","Jasper Ridge","NJ",NA,NA,"w",NA,NA,NA,37.4039,-122.2392333,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.247433265,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C386A","Jasper Ridge","NJ",NA,NA,"w",NA,NA,NA,37.4039,-122.2392333,NA,"has data","has data","Y",1,"no","no","no",NA,NA,NA,60,2,0.4375,1.66666666666667,0.158966666666667,0.143841232,0.0331927306666667,3.012214225,0.997625314666667,0.1693,0.0295172663333333,0.0253411993333333,72.70904524,0.998277020333333,0.3229,0.200333333333333,-0.379548577,21.6058333333333,11.99495,0.4007,0.509133333333333,0.4007,0.509133333333333,1.2,2.247433265,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C391B","Jasper Ridge","NJ",NA,NA,"w",NA,NA,NA,37.4039,-122.2392333,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.247433265,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C394B","Jasper Ridge","NJ",NA,NA,"w",NA,NA,NA,37.4039,-122.2392333,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.247433265,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C395A","Jasper Ridge","NJ",NA,NA,"w",NA,NA,NA,37.4039,-122.2392333,NA,"has data","has data","Y",1,"no","no","no",NA,NA,NA,60,3,0.25,1,0.1653,0.167700895333333,0.0548527023333333,-0.262660889,0.982242026,0.1724,0.0737472416666667,0.027318745,49.8722176596667,0.983814007,0.469933333333333,0.202266666666667,-0.569358661666667,39.4318333333333,10.5607666666667,0.4967,0.372466666666667,0.499733333333333,0.377033333333333,1.2,2.247433265,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C398B","Jasper Ridge","NJ",NA,NA,"w",NA,NA,NA,37.4039,-122.2392333,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.247433265,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C399B","Jasper Ridge","NJ",NA,NA,"w",NA,NA,NA,37.4039,-122.2392333,NA,"has data","has data","Y",1,"no","no","no",NA,NA,NA,68,3,0.25,1,0.167766666666667,0.159467961,0.0583173216666667,0.865283553666667,0.998119506333333,0.182733333333333,0.00258930633333333,0.0473671423333333,90.4560873233333,0.992225471,0.711366666666667,0.223466666666667,-0.685844295666667,63.9322333333333,16.4036666666667,0.6881,0.561866666666667,0.720933333333333,0.561866666666667,1.2,2.247433265,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C403B","Jasper Ridge","NJ",NA,NA,"w",NA,NA,NA,37.4039,-122.2392333,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.247433265,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C405B","Jasper Ridge","NJ",NA,NA,"w",NA,NA,NA,37.4039,-122.2392333,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.247433265,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C412B","Hopland","SH",NA,NA,"w",NA,NA,NA,38.98598623,-123.0686556,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,0.254,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C414A","Hopland","SH",NA,NA,"w",NA,NA,NA,38.98598623,-123.0686556,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,0.254,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C416B","Hopland","SH",NA,NA,"w",NA,NA,NA,38.98598623,-123.0686556,NA,"has data","has data","Y",1,"yes","yes","yes","2","3","1",48,6,NA,NA,0.163666666666667,0.154941145,0.0503648243333333,1.09038846666667,0.998451656,0.1728,0.055809348,0.040794324,27.95817673,0.997150832333333,0.5619,0.647866666666667,0.156318538,47.98945,56.10545,0.5759,0.875433333333333,0.582566666666667,0.877766666666667,21.8,0.254,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C420B","Hopland","SH",NA,NA,"w",NA,NA,NA,38.98598623,-123.0686556,NA,"has data","has data","Y",2,"yes","yes","yes","3","1","2",44,4.66666666666667,0.25,NA,0.169266666666667,0.142685525333333,0.069588561,2.47479228233333,0.997685247666667,0.1921,0.191425685,0.0444922966666667,0.0925138983333333,0.997861172666667,0.851,1.0558,0.241771223,82.5964333333333,105.082433333333,0.8964,1.32836666666667,0.8964,1.33626666666667,21.8,0.254,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C422A","Hopland","SH",NA,NA,"w",NA,NA,NA,38.98598623,-123.0686556,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,0.254,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C424B","Hopland","SH",NA,NA,"w",NA,NA,NA,38.98598623,-123.0686556,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,0.254,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
"C426A","Hopland","SH",NA,NA,"w",NA,NA,NA,38.98598623,-123.0686556,NA,"none","has data","Y",NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,0.254,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cryopreserved",""
